User_1,Mentions,Conative,User_2
,,"('digital', 'click')",zewilliam.fotografo
,,"('click', 'bio')",zewilliam.fotografo
,,"('bio', 'copy')",zewilliam.fotografo
,,"('copy', 'paste')",zewilliam.fotografo
,,"('paste', 'link')",zewilliam.fotografo
,,"('link', 'purchase')",zewilliam.fotografo
,,"('purchase', 'digital')",zewilliam.fotografo
,,"('digital', 'book')",zewilliam.fotografo
,,"('book', 'amazonkindler')",zewilliam.fotografo
,,"('amazonkindler', 'crid')",zewilliam.fotografo
,,"('crid', 'chfrxcbc')",zewilliam.fotografo
,,"('chfrxcbc', 'keywords')",zewilliam.fotografo
,,"('keywords', 'lcaifmakescifpay')",zewilliam.fotografo
,,"('lcaifmakescifpay', 'qid')",zewilliam.fotografo
,,"('qid', 'sprefix')",zewilliam.fotografo
,,"('sprefix', 'lcaseheresepayscspecialtyapsc')",zewilliam.fotografo
,,"('lcaseheresepayscspecialtyapsc', 'sr')",zewilliam.fotografo
,,"('sr', 'expression')",zewilliam.fotografo
,,"('expression', 'brasil')",zewilliam.fotografo
,,"('clearer', 'citizen')",endireitemos
,,"('citizen', 'videohe')",endireitemos
,,"('videohe', 'sends')",endireitemos
,,"('sends', 'hard')",endireitemos
,,"('hard', 'message')",endireitemos
,,"('message', 'left')",endireitemos
,,"('left', 'directbut')",endireitemos
,,"('directbut', 'said')",endireitemos
,,"('said', 'people')",endireitemos
,,"('people', 'carethey')",endireitemos
,,"('carethey', 'difficulty')",endireitemos
,,"('difficulty', 'understanding')",endireitemos
,,"('understanding', 'enters')",endireitemos
,,"('enters', 'one')",endireitemos
,,"('one', 'ear')",endireitemos
,,"('ear', 'go')",endireitemos
,,"('go', 'like')",endireitemos
,,"('like', 'car')",endireitemos
,,"('car', 'horn')",endireitemos
,,"('horn', 'read')",endireitemos
,,"('read', 'book')",endireitemos
,,"('book', 'titled')",endireitemos
,,"('titled', 'done')",endireitemos
,,"('done', 'pay')",endireitemos
,,"('pay', 'z')",endireitemos
,,"('z', 'william')",endireitemos
,,"('william', 'published')",endireitemos
,,"('published', 'book')",endireitemos
,,"('book', 'addresses')",endireitemos
,,"('addresses', 'contemporary')",endireitemos
,,"('contemporary', 'issues')",endireitemos
,,"('issues', 'contemplate')",endireitemos
,,"('contemplate', 'man')",endireitemos
,,"('man', 'society')",endireitemos
,,"('society', 'printed')",endireitemos
,,"('printed', 'book')",endireitemos
,,"('book', 'pages')",endireitemos
,,"('pages', 'digital')",endireitemos
,,"('digital', 'click')",endireitemos
,,"('click', 'bio')",endireitemos
,,"('bio', 'copy')",endireitemos
,,"('copy', 'paste')",endireitemos
,,"('paste', 'link')",endireitemos
,,"('link', 'purchase')",endireitemos
,,"('purchase', 'digital')",endireitemos
,,"('digital', 'book')",endireitemos
,,"('book', 'amazonkindler')",endireitemos
,,"('amazonkindler', 'crid')",endireitemos
,,"('crid', 'chfrxcbc')",endireitemos
,,"('chfrxcbc', 'keywords')",endireitemos
,,"('keywords', 'lcaifmakescifpay')",endireitemos
,,"('lcaifmakescifpay', 'qid')",endireitemos
,,"('qid', 'sprefix')",endireitemos
,,"('sprefix', 'lcaseheresepayscspecialtyapsc')",endireitemos
,,"('lcaseheresepayscspecialtyapsc', 'sr')",endireitemos
,,"('sr', 'expression')",endireitemos
,,"('expression', 'brasil')",endireitemos
,,"('thats', 'left')",endireitemos
,,"('left', 'elected')",endireitemos
,,"('elected', 'one')",endireitemos
,,"('one', 'able')",endireitemos
,,"('able', 'imagine')",endireitemos
,,"('imagine', 'capable')",endireitemos
,,"('capable', 'well')",endireitemos
,,"('well', 'one')",endireitemos
,,"('one', 'makes')",endireitemos
,,"('makes', 'analysis')",endireitemos
,,"('analysis', 'really')",endireitemos
,,"('really', 'happened')",endireitemos
,,"('happened', 'brasilia')",endireitemos
,,"('brasilia', 'sunday')",endireitemos
,,"('sunday', 'first')",endireitemos
,,"('first', 'however')",endireitemos
,,"('however', 'remember')",endireitemos
,,"('remember', 'dealing')",endireitemos
,,"('dealing', 'worst')",endireitemos
,,"('worst', 'kind')",endireitemos
,,"('kind', 'human')",endireitemos
,,"('human', 'communists')",endireitemos
,,"('communists', 'areits')",endireitemos
,,"('areits', 'personal')",endireitemos
,,"('personal', 'opinion')",endireitemos
,,"('opinion', 'story')",endireitemos
,,"('story', 'shown')",endireitemos
,,"('shown', 'thiswhats')",endireitemos
,,"('thiswhats', 'worse')",endireitemos
,,"('worse', 'nothing')",endireitemos
,,"('nothing', 'done')",endireitemos
,,"('done', 'people')",endireitemos
,,"('people', 'support')",endireitemos
,,"('support', 'pt')",endireitemos
,,"('pt', 'leftist')",endireitemos
,,"('leftist', 'candidate')",endireitemos
,,"('candidate', 'believe')",endireitemos
,,"('believe', 'communism')",endireitemos
,,"('communism', 'existed')",endireitemos
,,"('existed', 'still')",endireitemos
,,"('still', 'existsthat')",endireitemos
,,"('existsthat', 'lula')",endireitemos
,,"('lula', 'robbed')",endireitemos
,,"('robbed', 'nation')",endireitemos
,,"('nation', 'powerdue')",endireitemos
,,"('powerdue', 'ignorance')",endireitemos
,,"('ignorance', 'facts')",endireitemos
,,"('facts', 'reality')",endireitemos
,,"('reality', 'history')",endireitemos
,,"('history', 'people')",endireitemos
,,"('people', 'condemn')",endireitemos
,,"('condemn', 'martyrdom')",endireitemos
,,"('martyrdom', 'communismour')",endireitemos
,,"('communismour', 'struggle')",endireitemos
,,"('struggle', 'oppressors')",endireitemos
,,"('oppressors', 'power')",endireitemos
,,"('power', 'also')",endireitemos
,,"('also', 'read')",endireitemos
,,"('read', 'book')",endireitemos
,,"('book', 'titled')",endireitemos
,,"('titled', 'done')",endireitemos
,,"('done', 'pay')",endireitemos
,,"('pay', 'z')",endireitemos
,,"('z', 'william')",endireitemos
,,"('william', 'published')",endireitemos
,,"('published', 'book')",endireitemos
,,"('book', 'addresses')",endireitemos
,,"('addresses', 'contemporary')",endireitemos
,,"('contemporary', 'issues')",endireitemos
,,"('issues', 'contemplate')",endireitemos
,,"('contemplate', 'man')",endireitemos
,,"('man', 'society')",endireitemos
,,"('society', 'printed')",endireitemos
,,"('printed', 'book')",endireitemos
,,"('book', 'pages')",endireitemos
,,"('pages', 'digital')",endireitemos
,,"('digital', 'click')",endireitemos
,,"('click', 'bio')",endireitemos
,,"('bio', 'copy')",endireitemos
,,"('copy', 'paste')",endireitemos
,,"('paste', 'link')",endireitemos
,,"('link', 'purchase')",endireitemos
,,"('purchase', 'digital')",endireitemos
,,"('digital', 'book')",endireitemos
,,"('book', 'amazonkindler')",endireitemos
,,"('amazonkindler', 'crid')",endireitemos
,,"('crid', 'chfrxcbc')",endireitemos
,,"('chfrxcbc', 'keywords')",endireitemos
,,"('keywords', 'lcaifmakescifpay')",endireitemos
,,"('lcaifmakescifpay', 'qid')",endireitemos
,,"('qid', 'sprefix')",endireitemos
,,"('sprefix', 'lcaseheresepayscspecialtyapsc')",endireitemos
,,"('lcaseheresepayscspecialtyapsc', 'sr')",endireitemos
,,"('sr', 'expression')",endireitemos
,,"('expression', 'brasil')",endireitemos
,,"('bolsonaros', 'corporate')",pamela_oficial_youtuber
,,"('corporate', 'card')",pamela_oficial_youtuber
,,"('card', 'spending')",pamela_oficial_youtuber
,,"('spending', 'truth')",pamela_oficial_youtuber
,,"('truth', 'values')",pamela_oficial_youtuber
,,"('values', 'truth')",pamela_oficial_youtuber
,,"('truth', 'restoredby')",pamela_oficial_youtuber
,,"('restoredby', 'marco')",pamela_oficial_youtuber
,,"('marco', 'feliciano')",pamela_oficial_youtuber
,,"('feliciano', 'never')",pamela_oficial_youtuber
,,"('never', 'accept')",pamela_oficial_youtuber
,,"('accept', 'communist')",pamela_oficial_youtuber
,,"('communist', 'government')",pamela_oficial_youtuber
,,"('government', 'pt')",pamela_oficial_youtuber
,,"('pt', 'outside')",pamela_oficial_youtuber
,,"('outside', 'lula')",pamela_oficial_youtuber
,,"('lula', 'communismo')",pamela_oficial_youtuber
,,"('communismo', 'activate')",pamela_oficial_youtuber
,,"('activate', 'notifications')",pamela_oficial_youtuber
,,"('notifications', 'come')",pamela_oficial_youtuber
,,"('come', 'say')",pamela_oficial_youtuber
,,"('say', 'fake')",pamela_oficial_youtuber
,,"('fake', 'news')",pamela_oficial_youtuber
,,"('news', 'fight')",pamela_oficial_youtuber
,,"('fight', 'thieves')",pamela_oficial_youtuber
,,"('thieves', 'communism')",pamela_oficial_youtuber
,,"('communism', 'end')",pamela_oficial_youtuber
,,"('end', 'bolsonaro')",pamela_oficial_youtuber
,,"('bolsonaro', 'end')",pamela_oficial_youtuber
,,"('end', 'president')",pamela_oficial_youtuber
,,"('president', 'first')",pamela_oficial_youtuber
,,"('first', 'lady')",pamela_oficial_youtuber
,,"('lady', 'communism')",pamela_oficial_youtuber
,,"('communism', 'pt')",pamela_oficial_youtuber
,,"('pt', 'lula')",pamela_oficial_youtuber
,,"('lula', 'president')",pamela_oficial_youtuber
,,"('president', 'values')",pamela_oficial_youtuber
,,"('values', 'comnikolas')",pamela_oficial_youtuber
,,"('comnikolas', 'presiduity')",pamela_oficial_youtuber
,,"('thats', 'left')",zewilliam.fotografo
,,"('left', 'elected')",zewilliam.fotografo
,,"('elected', 'one')",zewilliam.fotografo
,,"('one', 'able')",zewilliam.fotografo
,,"('able', 'imagine')",zewilliam.fotografo
,,"('imagine', 'capable')",zewilliam.fotografo
,,"('capable', 'well')",zewilliam.fotografo
,,"('well', 'one')",zewilliam.fotografo
,,"('one', 'makes')",zewilliam.fotografo
,,"('makes', 'analysis')",zewilliam.fotografo
,,"('analysis', 'really')",zewilliam.fotografo
,,"('really', 'happened')",zewilliam.fotografo
,,"('happened', 'brasilia')",zewilliam.fotografo
,,"('brasilia', 'sunday')",zewilliam.fotografo
,,"('sunday', 'first')",zewilliam.fotografo
,,"('first', 'however')",zewilliam.fotografo
,,"('however', 'remember')",zewilliam.fotografo
,,"('remember', 'dealing')",zewilliam.fotografo
,,"('dealing', 'worst')",zewilliam.fotografo
,,"('worst', 'kind')",zewilliam.fotografo
,,"('kind', 'human')",zewilliam.fotografo
,,"('human', 'communists')",zewilliam.fotografo
,,"('communists', 'areits')",zewilliam.fotografo
,,"('areits', 'personal')",zewilliam.fotografo
,,"('personal', 'opinion')",zewilliam.fotografo
,,"('opinion', 'story')",zewilliam.fotografo
,,"('story', 'shown')",zewilliam.fotografo
,,"('shown', 'thiswhats')",zewilliam.fotografo
,,"('thiswhats', 'worse')",zewilliam.fotografo
,,"('worse', 'nothing')",zewilliam.fotografo
,,"('nothing', 'done')",zewilliam.fotografo
,,"('done', 'people')",zewilliam.fotografo
,,"('people', 'support')",zewilliam.fotografo
,,"('support', 'pt')",zewilliam.fotografo
,,"('pt', 'leftist')",zewilliam.fotografo
,,"('leftist', 'candidate')",zewilliam.fotografo
,,"('candidate', 'believe')",zewilliam.fotografo
,,"('believe', 'communism')",zewilliam.fotografo
,,"('communism', 'existed')",zewilliam.fotografo
,,"('existed', 'still')",zewilliam.fotografo
,,"('still', 'existsthat')",zewilliam.fotografo
,,"('existsthat', 'lula')",zewilliam.fotografo
,,"('lula', 'robbed')",zewilliam.fotografo
,,"('robbed', 'nation')",zewilliam.fotografo
,,"('nation', 'powerdue')",zewilliam.fotografo
,,"('powerdue', 'ignorance')",zewilliam.fotografo
,,"('ignorance', 'facts')",zewilliam.fotografo
,,"('facts', 'reality')",zewilliam.fotografo
,,"('reality', 'history')",zewilliam.fotografo
,,"('history', 'people')",zewilliam.fotografo
,,"('people', 'condemn')",zewilliam.fotografo
,,"('condemn', 'martyrdom')",zewilliam.fotografo
,,"('martyrdom', 'communismour')",zewilliam.fotografo
,,"('communismour', 'struggle')",zewilliam.fotografo
,,"('struggle', 'oppressors')",zewilliam.fotografo
,,"('oppressors', 'power')",zewilliam.fotografo
,,"('power', 'also')",zewilliam.fotografo
,,"('also', 'read')",zewilliam.fotografo
,,"('read', 'book')",zewilliam.fotografo
,,"('book', 'titled')",zewilliam.fotografo
,,"('titled', 'done')",zewilliam.fotografo
,,"('done', 'pay')",zewilliam.fotografo
,,"('pay', 'z')",zewilliam.fotografo
,,"('z', 'william')",zewilliam.fotografo
,,"('william', 'published')",zewilliam.fotografo
,,"('published', 'book')",zewilliam.fotografo
,,"('book', 'addresses')",zewilliam.fotografo
,,"('addresses', 'contemporary')",zewilliam.fotografo
,,"('contemporary', 'issues')",zewilliam.fotografo
,,"('issues', 'contemplate')",zewilliam.fotografo
,,"('contemplate', 'man')",zewilliam.fotografo
,,"('man', 'society')",zewilliam.fotografo
,,"('society', 'printed')",zewilliam.fotografo
,,"('printed', 'book')",zewilliam.fotografo
,,"('book', 'pages')",zewilliam.fotografo
,,"('pages', 'digital')",zewilliam.fotografo
,,"('digital', 'click')",zewilliam.fotografo
,,"('click', 'bio')",zewilliam.fotografo
,,"('bio', 'copy')",zewilliam.fotografo
,,"('copy', 'paste')",zewilliam.fotografo
,,"('paste', 'link')",zewilliam.fotografo
,,"('link', 'purchase')",zewilliam.fotografo
,,"('purchase', 'digital')",zewilliam.fotografo
,,"('digital', 'book')",zewilliam.fotografo
,,"('book', 'amazonkindler')",zewilliam.fotografo
,,"('amazonkindler', 'crid')",zewilliam.fotografo
,,"('crid', 'chfrxcbc')",zewilliam.fotografo
,,"('chfrxcbc', 'keywords')",zewilliam.fotografo
,,"('keywords', 'lcaifmakescifpay')",zewilliam.fotografo
,,"('lcaifmakescifpay', 'qid')",zewilliam.fotografo
,,"('qid', 'sprefix')",zewilliam.fotografo
,,"('sprefix', 'lcaseheresepayscspecialtyapsc')",zewilliam.fotografo
,,"('lcaseheresepayscspecialtyapsc', 'sr')",zewilliam.fotografo
,,"('sr', 'expression')",zewilliam.fotografo
,,"('expression', 'brasil')",zewilliam.fotografo
,,"('one', 'represents')",pamela_oficial_youtuber
,,"('represents', 'congratulations')",pamela_oficial_youtuber
,,"('congratulations', 'deputy')",pamela_oficial_youtuber
,,"('deputy', 'always')",pamela_oficial_youtuber
,,"('always', 'rocking')",pamela_oficial_youtuber
,,"('rocking', 'lines')",pamela_oficial_youtuber
,,"('lines', 'ptzadayou')",pamela_oficial_youtuber
,,"('ptzadayou', 'draw')",pamela_oficial_youtuber
,,"('draw', 'boot')",pamela_oficial_youtuber
,,"('boot', 'storing')",pamela_oficial_youtuber
,,"('storing', 'nikolas')",pamela_oficial_youtuber
,,"('nikolas', 'ferreira')",pamela_oficial_youtuber
,,"('ferreira', 'never')",pamela_oficial_youtuber
,,"('never', 'accept')",pamela_oficial_youtuber
,,"('accept', 'communist')",pamela_oficial_youtuber
,,"('communist', 'government')",pamela_oficial_youtuber
,,"('government', 'pt')",pamela_oficial_youtuber
,,"('pt', 'outside')",pamela_oficial_youtuber
,,"('outside', 'lula')",pamela_oficial_youtuber
,,"('lula', 'communismo')",pamela_oficial_youtuber
,,"('communismo', 'activate')",pamela_oficial_youtuber
,,"('activate', 'notifications')",pamela_oficial_youtuber
,,"('notifications', 'come')",pamela_oficial_youtuber
,,"('come', 'say')",pamela_oficial_youtuber
,,"('say', 'fake')",pamela_oficial_youtuber
,,"('fake', 'news')",pamela_oficial_youtuber
,,"('news', 'fight')",pamela_oficial_youtuber
,,"('fight', 'thieves')",pamela_oficial_youtuber
,,"('thieves', 'communism')",pamela_oficial_youtuber
,,"('communism', 'end')",pamela_oficial_youtuber
,,"('end', 'bolsonaro')",pamela_oficial_youtuber
,,"('bolsonaro', 'end')",pamela_oficial_youtuber
,,"('end', 'president')",pamela_oficial_youtuber
,,"('president', 'first')",pamela_oficial_youtuber
,,"('first', 'lady')",pamela_oficial_youtuber
,,"('lady', 'communism')",pamela_oficial_youtuber
,,"('communism', 'pt')",pamela_oficial_youtuber
,,"('pt', 'lula')",pamela_oficial_youtuber
,,"('lula', 'president')",pamela_oficial_youtuber
,,"('president', 'values')",pamela_oficial_youtuber
,,"('values', 'comnikolas')",pamela_oficial_youtuber
,,"('comnikolas', 'presiduity')",pamela_oficial_youtuber
,,"('lel', 'insta')",glaucio_linhares
,,"('insta', 'insta')",glaucio_linhares
,,"('insta', 'truth')",glaucio_linhares
,,"('truth', 'intervention')",glaucio_linhares
,,"('intervention', 'blow')",glaucio_linhares
,,"('blow', 'counterattack')",glaucio_linhares
,,"('counterattack', 'short')",glaucio_linhares
,,"('short', 'commentcompartile')",glaucio_linhares
,,"('direct', 'message')",legionarybr
,,"('message', 'ucia')",legionarybr
,,"('ucia', 'brazil')",legionarybr
,,"('brazil', 'see')",legionarybr
,,"('initiative', 'make')",endireitemos
,,"('make', 'video')",endireitemos
,,"('video', 'validme')",endireitemos
,,"('validme', 'day')",endireitemos
,,"('day', 'better')",endireitemos
,,"('better', 'nothingthe')",endireitemos
,,"('nothingthe', 'right')",endireitemos
,,"('right', 'needs')",endireitemos
,,"('needs', 'something')",endireitemos
,,"('something', 'little')",endireitemos
,,"('little', 'mitigate')",endireitemos
,,"('mitigate', 'impetus')",endireitemos
,,"('impetus', 'lies')",endireitemos
,,"('lies', 'left')",endireitemos
,,"('left', 'read')",endireitemos
,,"('read', 'book')",endireitemos
,,"('book', 'entitled')",endireitemos
,,"('entitled', 'done')",endireitemos
,,"('done', 'pay')",endireitemos
,,"('pay', 'z')",endireitemos
,,"('z', 'william')",endireitemos
,,"('william', 'published')",endireitemos
,,"('published', 'book')",endireitemos
,,"('book', 'addresses')",endireitemos
,,"('addresses', 'contemporary')",endireitemos
,,"('contemporary', 'issues')",endireitemos
,,"('issues', 'contemplate')",endireitemos
,,"('contemplate', 'man')",endireitemos
,,"('man', 'society')",endireitemos
,,"('society', 'copy')",endireitemos
,,"('copy', 'paste')",endireitemos
,,"('paste', 'link')",endireitemos
,,"('link', 'purchase')",endireitemos
,,"('purchase', 'digital')",endireitemos
,,"('digital', 'book')",endireitemos
,,"('book', 'amazonkindler')",endireitemos
,,"('amazonkindler', 'crid')",endireitemos
,,"('crid', 'chfrxcbc')",endireitemos
,,"('chfrxcbc', 'keywords')",endireitemos
,,"('keywords', 'lcaifmakescifpay')",endireitemos
,,"('lcaifmakescifpay', 'qid')",endireitemos
,,"('qid', 'sprefix')",endireitemos
,,"('sprefix', 'lcaseheresepayscspecialtyapsc')",endireitemos
,,"('lcaseheresepayscspecialtyapsc', 'sr')",endireitemos
,,"('sr', 'expression')",endireitemos
,,"('expression', 'brasil')",endireitemos
,,"('shame', 'brazil')",ericadps
,,"('brazil', 'today')",ericadps
,,"('today', 'st')",ericadps
,,"('st', 'century')",ericadps
,,"('century', 'country')",ericadps
,,"('country', 'concentration')",ericadps
,,"('concentration', 'camp')",ericadps
,,"('camp', 'lula')",ericadps
,,"('important', 'information')",pauloavila1668
,,"('initiative', 'make')",zewilliam.fotografo
,,"('make', 'video')",zewilliam.fotografo
,,"('video', 'validi')",zewilliam.fotografo
,,"('validi', 'would')",zewilliam.fotografo
,,"('would', 'say')",zewilliam.fotografo
,,"('say', 'better')",zewilliam.fotografo
,,"('better', 'nothingthe')",zewilliam.fotografo
,,"('nothingthe', 'right')",zewilliam.fotografo
,,"('right', 'needs')",zewilliam.fotografo
,,"('needs', 'something')",zewilliam.fotografo
,,"('something', 'little')",zewilliam.fotografo
,,"('little', 'mitigate')",zewilliam.fotografo
,,"('mitigate', 'impetus')",zewilliam.fotografo
,,"('impetus', 'lies')",zewilliam.fotografo
,,"('lies', 'left')",zewilliam.fotografo
,,"('left', 'read')",zewilliam.fotografo
,,"('read', 'book')",zewilliam.fotografo
,,"('book', 'titled')",zewilliam.fotografo
,,"('titled', 'done')",zewilliam.fotografo
,,"('done', 'pay')",zewilliam.fotografo
,,"('pay', 'z')",zewilliam.fotografo
,,"('z', 'william')",zewilliam.fotografo
,,"('william', 'published')",zewilliam.fotografo
,,"('published', 'book')",zewilliam.fotografo
,,"('book', 'addresses')",zewilliam.fotografo
,,"('addresses', 'contemporary')",zewilliam.fotografo
,,"('contemporary', 'issues')",zewilliam.fotografo
,,"('issues', 'contemplate')",zewilliam.fotografo
,,"('contemplate', 'man')",zewilliam.fotografo
,,"('man', 'society')",zewilliam.fotografo
,,"('society', 'printed')",zewilliam.fotografo
,,"('printed', 'book')",zewilliam.fotografo
,,"('book', 'pages')",zewilliam.fotografo
,,"('pages', 'digital')",zewilliam.fotografo
,,"('digital', 'click')",zewilliam.fotografo
,,"('click', 'bio')",zewilliam.fotografo
,,"('bio', 'copy')",zewilliam.fotografo
,,"('copy', 'paste')",zewilliam.fotografo
,,"('paste', 'link')",zewilliam.fotografo
,,"('link', 'purchase')",zewilliam.fotografo
,,"('purchase', 'digital')",zewilliam.fotografo
,,"('digital', 'book')",zewilliam.fotografo
,,"('book', 'amazonkindlergood')",zewilliam.fotografo
,,"('amazonkindlergood', 'reading')",zewilliam.fotografo
,,"('reading', 'crid')",zewilliam.fotografo
,,"('crid', 'chfrxcbc')",zewilliam.fotografo
,,"('chfrxcbc', 'keywords')",zewilliam.fotografo
,,"('keywords', 'lcaifmakescifpay')",zewilliam.fotografo
,,"('lcaifmakescifpay', 'qid')",zewilliam.fotografo
,,"('qid', 'sprefix')",zewilliam.fotografo
,,"('sprefix', 'lcaseheresepayscspecialtyapsc')",zewilliam.fotografo
,,"('lcaseheresepayscspecialtyapsc', 'sr')",zewilliam.fotografo
,,"('sr', 'expression')",zewilliam.fotografo
,,"('expression', 'brasil')",zewilliam.fotografo
,,"('directly', 'concentration')",ricardogringo2
,,"('concentration', 'camp')",ricardogringo2
,,"('camp', 'even')",ricardogringo2
,,"('even', 'waspoor')",ricardogringo2
,,"('waspoor', 'thing')",ricardogringo2
,,"('thing', 'started')",ricardogringo2
,,"('started', 'moving')",ricardogringo2
,,"('moving', 'know')",ricardogringo2
,,"('know', 'everything')",ricardogringo2
,,"('everything', 'country')",ricardogringo2
,,"('country', 'drags')",ricardogringo2
,,"('drags', 'manifestation')",ricardogringo2
,,"('pt', 'mst')",joelsantos455
,,"('mst', 'action')",joelsantos455
,,"('action', 'thief')",joelsantos455
,,"('thief', 'lied')",joelsantos455
,,"('lied', 'saying')",joelsantos455
,,"('saying', 'left')",joelsantos455
,,"('left', 'never')",joelsantos455
,,"('never', 'something')",joelsantos455
,,"('something', 'like')",joelsantos455
,,"('truths', 'appear')",ericadps
,,"('appear', 'sooner')",ericadps
,,"('sooner', 'later')",ericadps
,,"('later', 'lula')",ericadps
,,"('proof', 'left')",pamela_oficial_youtuber
,,"('left', 'saying')",pamela_oficial_youtuber
,,"('saying', 'fake')",pamela_oficial_youtuber
,,"('fake', 'news')",pamela_oficial_youtuber
,,"('news', 'people')",pamela_oficial_youtuber
,,"('people', 'like')",pamela_oficial_youtuber
,,"('like', 'ashamed')",pamela_oficial_youtuber
,,"('ashamed', 'deputed')",pamela_oficial_youtuber
,,"('deputed', 'biakicis')",pamela_oficial_youtuber
,,"('biakicis', 'speak')",pamela_oficial_youtuber
,,"('speak', 'yes')",pamela_oficial_youtuber
,,"('yes', 'death')",pamela_oficial_youtuber
,,"('death', 'patriot')",pamela_oficial_youtuber
,,"('patriot', 'confirmed')",pamela_oficial_youtuber
,,"('confirmed', 'may')",pamela_oficial_youtuber
,,"('may', 'god')",pamela_oficial_youtuber
,,"('god', 'comfort')",pamela_oficial_youtuber
,,"('comfort', 'family')",pamela_oficial_youtuber
,,"('family', 'fought')",pamela_oficial_youtuber
,,"('fought', 'end')",pamela_oficial_youtuber
,,"('end', 'homeland')",pamela_oficial_youtuber
,,"('homeland', 'authorities')",pamela_oficial_youtuber
,,"('authorities', 'something')",pamela_oficial_youtuber
,,"('something', 'soon')",pamela_oficial_youtuber
,,"('soon', 'people')",pamela_oficial_youtuber
,,"('people', 'gym')",pamela_oficial_youtuber
,,"('gym', 'otherwise')",pamela_oficial_youtuber
,,"('otherwise', 'die')",pamela_oficial_youtuber
,,"('die', 'people')",pamela_oficial_youtuber
,,"('people', 'treated')",pamela_oficial_youtuber
,,"('treated', 'animals')",pamela_oficial_youtuber
,,"('animals', 'full')",pamela_oficial_youtuber
,,"('full', 'children')",pamela_oficial_youtuber
,,"('children', 'elderly')",pamela_oficial_youtuber
,,"('elderly', 'country')",pamela_oficial_youtuber
,,"('country', 'innocent')",pamela_oficial_youtuber
,,"('innocent', 'paying')",pamela_oficial_youtuber
,,"('paying', 'badeneriros')",pamela_oficial_youtuber
,,"('badeneriros', 'patriotic')",pamela_oficial_youtuber
,,"('patriotic', 'yes')",pamela_oficial_youtuber
,,"('yes', 'punished')",pamela_oficial_youtuber
,,"('punished', 'non')",pamela_oficial_youtuber
,,"('non', 'innocent')",pamela_oficial_youtuber
,,"('innocent', 'never')",pamela_oficial_youtuber
,,"('never', 'accept')",pamela_oficial_youtuber
,,"('accept', 'communist')",pamela_oficial_youtuber
,,"('communist', 'government')",pamela_oficial_youtuber
,,"('government', 'pt')",pamela_oficial_youtuber
,,"('pt', 'outside')",pamela_oficial_youtuber
,,"('outside', 'lula')",pamela_oficial_youtuber
,,"('lula', 'communismo')",pamela_oficial_youtuber
,,"('communismo', 'activate')",pamela_oficial_youtuber
,,"('activate', 'notifications')",pamela_oficial_youtuber
,,"('notifications', 'come')",pamela_oficial_youtuber
,,"('come', 'say')",pamela_oficial_youtuber
,,"('say', 'fake')",pamela_oficial_youtuber
,,"('fake', 'news')",pamela_oficial_youtuber
,,"('news', 'fight')",pamela_oficial_youtuber
,,"('fight', 'thieves')",pamela_oficial_youtuber
,,"('thieves', 'communism')",pamela_oficial_youtuber
,,"('communism', 'end')",pamela_oficial_youtuber
,,"('end', 'bolsonaro')",pamela_oficial_youtuber
,,"('bolsonaro', 'end')",pamela_oficial_youtuber
,,"('end', 'president')",pamela_oficial_youtuber
,,"('president', 'first')",pamela_oficial_youtuber
,,"('first', 'lady')",pamela_oficial_youtuber
,,"('lady', 'communism')",pamela_oficial_youtuber
,,"('communism', 'pt')",pamela_oficial_youtuber
,,"('pt', 'lula')",pamela_oficial_youtuber
,,"('lula', 'president')",pamela_oficial_youtuber
,,"('president', 'values')",pamela_oficial_youtuber
,,"('values', 'comnikolas')",pamela_oficial_youtuber
,,"('comnikolas', 'presiduity')",pamela_oficial_youtuber
,,"('shamepolice', 'get')",oamigodopovo2
,,"('get', 'together')",oamigodopovo2
,,"('together', 'bandits')",oamigodopovo2
,,"('bandits', 'light')",oamigodopovo2
,,"('light', 'day')",oamigodopovo2
,,"('day', 'brasilia')",oamigodopovo2
,,"('brasilia', 'follow')",oamigodopovo2
,,"('follow', 'us')",oamigodopovo2
,,"('us', 'share')",oamigodopovo2
,,"('share', 'publicationsalso')",oamigodopovo2
,,"('publicationsalso', 'access')",oamigodopovo2
,,"('access', 'site')",oamigodopovo2
,,"('site', 'follow')",oamigodopovo2
,,"('follow', 'networks')",oamigodopovo2
,,"('networks', 'thanks')",oamigodopovo2
,,"('thanks', 'note')",oamigodopovo2
,,"('note', 'due')",oamigodopovo2
,,"('due', 'excess')",oamigodopovo2
,,"('excess', 'bozonazist')",oamigodopovo2
,,"('bozonazist', 'attacks')",oamigodopovo2
,,"('attacks', 'comments')",oamigodopovo2
,,"('comments', 'released')",oamigodopovo2
,,"('released', 'followers')",oamigodopovo2
,,"('world', 'knowing')",assuncao_savio
,,"('lula', 'promises')",oamigodopovo2
,,"('promises', 'hunt')",oamigodopovo2
,,"('hunt', 'punish')",oamigodopovo2
,,"('punish', 'terrorists')",oamigodopovo2
,,"('terrorists', 'funders')",oamigodopovo2
,,"('funders', 'follow')",oamigodopovo2
,,"('follow', 'us')",oamigodopovo2
,,"('us', 'share')",oamigodopovo2
,,"('share', 'publicationsalso')",oamigodopovo2
,,"('publicationsalso', 'access')",oamigodopovo2
,,"('access', 'site')",oamigodopovo2
,,"('site', 'follow')",oamigodopovo2
,,"('follow', 'networks')",oamigodopovo2
